"name","prompt","negative_prompt","description","category"
"ANIMAL_Horse","horse, (majestic horse:1.2), stallion, mare, equine, mane flowing, powerful horse, horse portrait, horseback animal","anthropomorphic, human, human, anthropomorphic, text, watermark, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Horse portrait. Combos: SCENE_Battlefield_Ancient; SCENE_Wild_West_Town; ATMOSPHERE_Time_Golden_Hour.","ANIMAL"
"ANIMAL_Lion","lion, (male lion with mane:1.2), king of the jungle, majestic lion, savanna predator, regal animal, lion portrait, powerful feline","anthropomorphic, human, human, anthropomorphic, text, watermark, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Lion portrait. Combos: LIGHTING_Golden_Hour_Sunset; ATMOSPHERE_Time_Golden_Hour.","ANIMAL"
"ANIMAL_Owl","owl, (great horned owl:1.2), nocturnal bird, feathered, large eyes, perched owl, wisdom symbol, night bird, detailed feathers","anthropomorphic, human, human, anthropomorphic, text, watermark, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Owl portrait. Combos: SCENE_Forest_Outdoor; LIGHTING_Night_Moonlit; ATMOSPHERE_Time_Midnight.","ANIMAL"
"ANIMAL_Raven","raven, (black raven:1.2), crow, glossy black feathers, intelligent bird, perched raven, ominous bird, dark bird, raven portrait","anthropomorphic, human, human, anthropomorphic, text, watermark, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Raven/crow portrait. Great for dark themes. Combos: THEME_Horror_Supernatural; LIGHTING_Dim_Dark.","ANIMAL"
"ANIMAL_Tiger","tiger, (bengal tiger:1.2), orange and black stripes, apex predator, tiger portrait, jungle cat, powerful feline, intense gaze","anthropomorphic, human, human, anthropomorphic, text, watermark, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Tiger portrait. Combos: SCENE_Dark_Forest_Path; LIGHTING_Dramatic_Shadow.","ANIMAL"
"ANIMAL_Wolf","wolf, (majestic wolf:1.2), grey wolf, amber eyes, fur detail, wild animal, forest predator, wolf portrait, alpha wolf","anthropomorphic, human, cartoon, human, anthropomorphic, text, watermark, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Wolf portrait. Combos: SCENE_Forest_Outdoor; LIGHTING_Night_Moonlit; ATMOSPHERE_Weather_Snowstorm.","ANIMAL"
"ARCHETYPE_Alchemist","1girl, alchemist, (alchemist robe:1.2), potion bottles, mortar and pestle, mystical ingredients, alchemy lab, apron, glowing potions, flask","modern, casual, office","Alchemist archetype. Combos: ERA_Steampunk; SCENE_Library; LIGHTING_Candlelight. Conflicts: ARCHETYPE_Nurse.","ARCHETYPE"
"ARCHETYPE_Apothecary","(apothecary:1.2), herbalist, potion-maker, medicine shop keeper, alchemist herbalist, remedy-seller","modern doctor, warrior, casual","Apothecary/herbalist archetype. Combos: SCENE_Antique_Shop; PROPS_Potion_Vial; ERA_Victorian; ERA_Medieval_Fantasy.","ARCHETYPE"
"ARCHETYPE_Aristocrat_Noble","1girl, noblewoman, aristocrat, (ornate gown:1.3), elbow gloves, (noble bearing:1.2), fan in hand, jeweled accessories, powdered wig optional, upper class attire, refined posture","peasant, casual, modern, sporty","Aristocrat noblewoman. Combos: SCENE_Ballroom; MOOD_Elegant; OUTFIT_Evening_Dress; ERA_Victorian. Conflicts: ARCHETYPE_Mechanic_Engineer.","ARCHETYPE"
"ARCHETYPE_Assassin","1girl, assassin, (dark hood:1.2), hidden blades, dark cloak, stealth outfit, rogue attire, shadow operative, masked lower face","bright, colorful, casual, maid","Assassin/rogue. Combos: LIGHTING_Dim_Dark; SCENE_Rooftop_Night; MOOD_Mysterious.","ARCHETYPE"
"ARCHETYPE_Astronaut","1person, astronaut, (space suit:1.2), helmet, NASA-style or futuristic suit, cosmonaut, space explorer, zero gravity, tethered cable","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Astronaut archetype. Combos: SCENE_Space_Station_Interior; SCENE_Space_Debris_Field; THEME_SciFi_Space_Opera.","ARCHETYPE"
"ARCHETYPE_Bard","1person, bard, (lute musician:1.2), colorful medieval clothes, performer, storyteller, traveling musician, jester-adjacent, tavern performer","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Bard/performer archetype. Combos: SCENE_Tavern_Inn; PROPS_Guitar; THEME_Fantasy_Cozy.","ARCHETYPE"
"ARCHETYPE_Bartender","(bartender:1.3), (bar apron:1.2), mixing drinks, bar counter, cocktail shaker, vest and tie, bartender outfit, behind the bar","no bar, no drinks, no apron","Bartender archetype. Combos: SCENE_Izakaya_Bar; SCENE_Tavern_Inn; PROPS_Teacup (swap for glass); LIGHTING_Dim_Dark.","ARCHETYPE"
"ARCHETYPE_Belly_Dancer","(belly dancer:1.3), (dance costume:1.2), coin belt, flowing veil, middle eastern dance outfit, belly dance jewellery, midriff costume","no costume, no dancing, covered, pregnant, pregnancy, baby bump, maternity belly","Belly dancer archetype. Combos: SCENE_Stage_Performance; LIGHTING_Spotlight_Single; OUTFIT_Traditional_Indian; MOOD_Confident.","ARCHETYPE"
"ARCHETYPE_Bunny_Girl","1girl, bunny ears, bunny girl outfit, leotard, fishnet stockings, bowtie, wrist cuffs, high heels, bunny tail","male, boy, no ears, casual","Bunny girl hostess. Combos: SCENE_Casino_Club; LIGHTING_Neon_Colorful; MOOD_Playful. Conflicts: ARCHETYPE_Warrior.","ARCHETYPE"
"ARCHETYPE_Catgirl","1girl, cat ears, cat tail, nekomimi, (collar:1.2), feline features, cat-like eyes, paws optional, kemonomimi","male, boy, dog ears, wolf ears, no tail","Catgirl. Combos: MOOD_Playful; OUTFIT_Casual; ACTIVITY_Sitting_Relaxed; COMPANION_Cat. Conflicts: ARCHETYPE_Warrior.","ARCHETYPE"
"ARCHETYPE_Cheerleader","1girl, cheerleader, (pom poms:1.2), short cheer skirt, team uniform, athletic top, sports colors, energetic pose","male, boy, dark clothes, nun, warrior","Cheerleader. Combos: ACTIVITY_Dancing; MOOD_Playful; SCENE_Sports_Field. Conflicts: ARCHETYPE_Nun.","ARCHETYPE"
"ARCHETYPE_Chef","(chef:1.3), (chef uniform:1.2), chef hat toque, kitchen whites, apron, professional cook, chef coat, culinary artist","no chef hat, no kitchen, casual","Chef archetype. Combos: SCENE_Bakery; ACTIVITY_Cooking; FOOD_* category; MOOD_Focused.","ARCHETYPE"
"ARCHETYPE_Courier_Messenger","(courier:1.2), swift messenger, message runner, delivery person, postal courier, urgent dispatch rider","slow, passive, noble, sitting","Courier/messenger archetype. Combos: ACTIVITY_Running; OUTFIT_Tactical_Military; ERA_Medieval_Fantasy; POSE_Running_Dynamic.","ARCHETYPE"
"ARCHETYPE_Cursed_Knight","1person, cursed knight, (corrupted armor:1.2), dark aura, fallen warrior, tainted soul, black armor with cracks, hollow eyes, dark paladin","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Cursed/fallen knight archetype. Combos: THEME_Fantasy_Dark; SCENE_Battlefield_Ancient; LIGHTING_Dim_Dark.","ARCHETYPE"
"ARCHETYPE_Demon_Queen","1girl, demon queen, dark crown, (dark armor:1.2), large dark wings, glowing red or purple eyes, imposing presence, dark cape, queen of darkness","male, boy, angel, pastel colors, cute","Dark queen archetype. Combos: SCENE_Throne_Room; LIGHTING_Dramatic_Shadow; MOOD_Confident; BODY_Tall_Elegant. Conflicts: ARCHETYPE_Magical_Girl.","ARCHETYPE"
"ARCHETYPE_Detective","1girl, detective, (detective coat:1.2), magnifying glass, fedora optional, trench coat, investigator, noir detective, badge, sharp eyes","fantasy, armor, bright casual","Detective archetype. Combos: PALETTE_Monochrome_Noir; LIGHTING_Dramatic_Shadow; SCENE_City_Street_Night. Conflicts: ARCHETYPE_Idol.","ARCHETYPE"
"ARCHETYPE_Druid","(druid:1.2), nature mage, forest guardian, druidic robes, nature channeler, woodland druid, ritual antler headdress optional","urban, tech, armor","Druid/nature mage archetype. Combos: SCENE_Forest_Outdoor; THEME_Nature_Harmony; ACTIVITY_Magic_Casting.","ARCHETYPE"
"ARCHETYPE_Elf_Ranger","1girl, elf, pointy ears, ranger outfit, leather armor, bow and arrow, (forest attire:1.2), quiver, hood, elven jewelry","male, boy, round ears, heavy armor, modern clothes","Elf archer/ranger. Combos: SCENE_Forest_Outdoor; LIGHTING_Golden_Hour_Sunset; RACE_Elf_Female. Conflicts: ARCHETYPE_Office_Lady.","ARCHETYPE"
"ARCHETYPE_Exorcist","1person, exorcist, (holy symbols:1.2), priest or shaman attire, sacred text, ritual tools, spiritual authority, casting out evil, determined","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Exorcist archetype. Combos: SCENE_Decrepit_Church; THEME_Horror_Supernatural; LIGHTING_Stained_Glass_Light.","ARCHETYPE"
"ARCHETYPE_Fairy","1girl, fairy, (tiny fairy wings:1.3), small size, fairy dust, flower petal dress, magical fairy, glowing wings, nature fairy, pixie","large, human-sized, armor, modern","Fairy archetype. Combos: SCENE_Forest_Outdoor; ATMOSPHERE_Magical_Sparkles; SEASON_Spring_Cherry.","ARCHETYPE"
"ARCHETYPE_Fortune_Teller","1girl, fortune teller, (mystic orb:1.2), glass sphere, scrying object, (glowing orb:1.2), fortune telling prop, mystic veil, tarot cards, mysterious robes, henna, coin jewelry, mystical gaze, tent backdrop","modern, casual, armor, crystal ball floating, crystal ball too large, oversized orb","Fortune teller. Combos: MOOD_Mysterious; LIGHTING_Candlelight; PALETTE_Warm_Earth.","ARCHETYPE"
"ARCHETYPE_Geisha","(geisha:1.4), (geiko:1.2), traditional geisha makeup, white face paint, red lips, kanzashi hairpin, elaborate kimono, geisha hairstyle, maiko apprentice","western, modern, casual, no makeup","Geisha archetype. Combos: SCENE_Japanese_Night; OUTFIT_Traditional_Japanese; LIGHTING_Candlelight; HAIR_Messy_Bun (pinned).","ARCHETYPE"
"ARCHETYPE_Ghost","(ghost character:1.2), spirit apparition, spectral form, see-through ghost, haunting ghost, ethereal specter","solid, living, armored","Ghost/specter character archetype. Combos: SCENE_Haunted_Mansion; THEME_Horror_Supernatural; LIGHTING_Dim_Dark.","ARCHETYPE"
"ARCHETYPE_Gladiator","1person, gladiator, (arena fighter:1.2), combat armor, shield and sword, Roman arena, battle stance, warrior champion, crowd cheering","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Gladiator archetype. Gender-neutral framing. Combos: SCENE_Ancient_Rome_Forum; THEME_Historical_Ancient.","ARCHETYPE"
"ARCHETYPE_Gyaru","(gyaru:1.3), (gal style:1.2), tan skin gyaru, bleached hair, heavy makeup, gyaru fashion, kogal, flashy nails, platform shoes","natural makeup, pale, modest, conservative","Gyaru archetype. Combos: SCENE_Shopping_Mall; OUTFIT_Casual; MOOD_Confident; ATMOSPHERE_Season_Summer_Beach.","ARCHETYPE"
"ARCHETYPE_Hacker_Netrunner","1girl, hacker, netrunner, (glowing neural implants:1.2), holographic displays, wired headset, typing on holographic keyboard, cyberpunk techwear, (data streams:1.1)","fantasy, medieval, casual, no tech","Cyberpunk hacker archetype. Combos: SCENE_Cyberpunk_City; OUTFIT_Cyberpunk; LIGHTING_Neon_Purple_Pink. Conflicts: ARCHETYPE_Warrior.","ARCHETYPE"
"ARCHETYPE_Idol","1girl, idol, (colorful stage outfit:1.2), microphone, sparkling costume, glitter, bow accessories, cute performer, stage presence","male, boy, dark clothes, gothic, grim","J-pop idol. Combos: LIGHTING_Neon_Colorful; SCENE_Stage_Performance; MOOD_Playful; ACTIVITY_Dancing. Conflicts: ARCHETYPE_Demon_Queen.","ARCHETYPE"
"ARCHETYPE_Idol_Virtual","(virtual idol:1.2), vtuber avatar, digital idol, virtual streamer, holographic idol, digital performer","physical performer, warrior, armored","Virtual/digital idol archetype. Combos: ARCHETYPE_Vtuber; SCENE_Holographic_Interface_Room; LIGHTING_Neon_Colorful.","ARCHETYPE"
"ARCHETYPE_Knight","1girl, female knight, (plate armor:1.3), sword and shield, paladin, holy knight, armored knight, heroic knight, full plate armor, visor optional","casual, fantasy robe, modern","Knight/paladin. Combos: SCENE_Fantasy_Ruins; MOOD_Determined; LIGHTING_Volumetric_Rays. Conflicts: ARCHETYPE_Idol.","ARCHETYPE"
"ARCHETYPE_Kunoichi","1girl, kunoichi, female ninja, (ninja outfit:1.2), black ninja garb, mask over lower face, arm guards, kunai, wrapped hands","male, boy, bright colors, maid, casual clothes","Female ninja. Combos: SCENE_Japanese_Night; LIGHTING_Night_Moonlit; BODY_Muscular_Fit; ACTIVITY_Fighting_Pose. Conflicts: ARCHETYPE_Maid.","ARCHETYPE"
"ARCHETYPE_Librarian","1girl, librarian, (cardigan:1.2), books stacked, reading glasses, quiet demeanor, bun hairstyle, surrounded by books, library setting, bookish","fantasy, armor, loud, casual","Librarian archetype. Combos: SCENE_Library; MOOD_Mysterious; HAIR_Messy_Bun; ACCESSORY_Glasses.","ARCHETYPE"
"ARCHETYPE_Mad_Scientist","1person, mad scientist, (wild hair:1.2), lab coat, goggles, manic expression, dangerous experiment, tesla coil sparks, eccentric genius","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Mad scientist archetype. Combos: SCENE_Research_Laboratory; LIGHTING_Bright_Clinical; THEME_Horror_Psychological.","ARCHETYPE"
"ARCHETYPE_Magical_Girl","1girl, magical girl, (frilly costume:1.2), magical wand, transformation outfit, ribbons, stars, sparkles, pastel colors, heart accessories","male, boy, dark colors, grim, realistic, partial transformation, mid-transform, morphing body, body shifting, transformation sequence visible, half transformed, dissolving body parts","Magical girl / mahou shoujo. Combos: STYLE_Soft_Pastel; MOOD_Playful; LIGHTING_Volumetric_Rays. Conflicts: ARCHETYPE_Demon_Queen.","ARCHETYPE"
"ARCHETYPE_Maid","1girl, maid outfit, frilly maid dress, white apron, maid headdress, black and white uniform, collar, long sleeves","male, boy, dirty, torn clothes, nude","Classic maid archetype. Combos: SCENE_Bedroom; MOOD_Playful; ACTIVITY_Cooking. Conflicts: ARCHETYPE_Kunoichi.","ARCHETYPE"
"ARCHETYPE_Male_Blacksmith","1boy, blacksmith, (forge master:1.2), leather apron, muscular arms, soot-stained, hammer in hand, craftsman, metalworker, anvil nearby","female, 1girl, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Male blacksmith archetype. Combos: SCENE_Renaissance_Workshop; LIGHTING_Campfire_Warm; MOOD_Focused.","ARCHETYPE"
"ARCHETYPE_Male_Bounty_Hunter","1boy, bounty hunter, (wanted poster aesthetic:1.2), rugged male, rifle or pistol, duster coat, wild west or sci-fi, hunter stance","female, 1girl, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Male bounty hunter archetype. Works for Wild West or Sci-Fi. Combos: SCENE_Wild_West_Town; THEME_Action_Thriller.","ARCHETYPE"
"ARCHETYPE_Male_Detective","1boy, male detective, (trench coat:1.2), fedora, cigarette optional, sharp eyes, investigator, noir detective, private eye, magnifying glass","female, 1girl, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Male detective archetype. Combos: STYLE_Film_Noir_Classic; SCENE_City_Street_Night; PALETTE_Monochrome_Noir.","ARCHETYPE"
"ARCHETYPE_Male_Idol","(male idol:1.3), (kpop boy:1.2), boy band member, stage outfit male, male pop star, idol group boy, performance costume male","female, casual, no stage","Male idol/kpop archetype. Combos: SCENE_Stage_Performance; OUTFIT_Streetwear; ACTIVITY_Singing; MOOD_Confident.","ARCHETYPE"
"ARCHETYPE_Male_King","1boy, king, (royal crown:1.2), throne room, regal robes, commanding presence, monarch, emperor, dignified ruler, majestic male","female, 1girl, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Male king/emperor archetype. Combos: SCENE_Royal_Palace_Hall; SCENE_Throne_Room; MOOD_Confident.","ARCHETYPE"
"ARCHETYPE_Male_Mage","1boy, male mage, wizard, sorcerer, (magical staff:1.2), robes, arcane symbols, glowing eyes, mystic, spellcaster, male magic user","female, 1girl, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Male mage/wizard archetype. Combos: OUTFIT_Hooded_Cloak; SCENE_Wizard_Tower; LIGHTING_Volumetric_Rays.","ARCHETYPE"
"ARCHETYPE_Male_Mercenary","1boy, mercenary, (battle-worn mercenary:1.2), mixed armor, weapons visible, rugged male, hired soldier, bounty coat, veteran fighter","female, 1girl, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Male mercenary archetype. Combos: SCENE_Tavern_Inn; MOOD_Confident; OUTFIT_Historical_Armor.","ARCHETYPE"
"ARCHETYPE_Male_Priest","1boy, male priest, holy man, cleric, religious robes, cross symbol, divine aura, solemn expression, monk robe, ecclesiastical","female, 1girl, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Male priest/cleric archetype. Combos: SCENE_Decrepit_Church; LIGHTING_Stained_Glass_Light; MOOD_Determined.","ARCHETYPE"
"ARCHETYPE_Male_Rogue","1boy, rogue, (hooded rogue:1.2), leather armor, daggers, assassin stance, street thief, shadow operative, male thief, dark cloak","female, 1girl, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Male rogue/assassin archetype. Combos: SCENE_Dark_Forest_Path; LIGHTING_Dim_Dark; MOOD_Mysterious.","ARCHETYPE"
